Riding	Poll	R	FPTP	MMP	Rejected	Unmarked	Declined	Voter turnout	Number of names	Location of voting place	AHMED (SN)	BOYDEN (COM)	FERNANDEZ (IND)	GONZÁLEZ (NDPo)	GREEN (LIB)	LEROUX (IND)	MCLEAN (GPO)	SMITHERMAN (LPO)	TAYLOR (PCO)	% LPO	% MMP	.4LPO*0.6MMP	% votes wasted	% participation	Location of voting placed
94	430		102	109	0	3	1	215	509	235 Bloor Street East - Residences on Bloor	1	0	1	37	5	3	27	102	37	0.4789	0.5070	0.4957	0.5211	42.24%	235 Bloor Street East - Residences on Bloor
94	433		88	88	0	5	1	182	398	Rose Avenue Junior Public School	2	1	0	27	7	2	7	87	44	0.4915	0.4835	0.4867	0.5085	45.73%	Rose Avenue Junior Public School
94	434		36	64	0	6	0	106	276	Rose Avenue Junior Public School	0	2	0	21	0	0	9	51	21	0.4904	0.6038	0.5584	0.5096	38.41%	Rose Avenue Junior Public School
94	436		53	54	1	1	0	109	263	Rose Avenue Junior Public School	1	1	0	21	2	1	6	55	19	0.5189	0.4954	0.5048	0.4811	41.44%	Rose Avenue Junior Public School
94	438		50	42	0	2	2	96	274	Rose Avenue Junior Public School	0	0	0	19	2	0	9	53	10	0.5699	0.4375	0.4905	0.4301	35.04%	Rose Avenue Junior Public School
94	439		57	20	0	1	0	78	136	175 Cumberland Street - Renaissance Place	0	2	0	6	0	0	3	0	42	0.0000	0.2564	0.1538	1.0000	57.35%	175 Cumberland Street - Renaissance Place
94	440		71	30	2	0	1	104	197	110 Bloor Street West	0	0	0	4	0	0	3	45	51	0.4369	0.2885	0.3478	0.5631	52.79%	110 Bloor Street West
94	441		36	21	0	0	0	57	117	131 Bloor Street West - The Colonnade	0	1	0	5	1	0	4	19	27	0.3333	0.3684	0.3544	0.6667	48.72%	131 Bloor Street West - The Colonnade
94	442		23	21	0	0	3	47	105	102 Bloor Street West	0	0	0	5	1	0	6	22	13	0.4681	0.4468	0.4553	0.5319	44.76%	102 Bloor Street West
94	443		72	18	0	0	2	92	136	1166 Bay Street	0	0	0	2	1	0	2	34	53	0.3696	0.1957	0.2652	0.6304	67.65%	1166 Bay Street
94	444		92	76	0	0	1	169	339	57 Charles Street West - Bay Charles Apartments	1	0	1	33	2	0	18	77	37	0.4556	0.4497	0.4521	0.5444	49.85%	57 Charles Street West - Bay Charles Apartments
94	445		22	29	1	0	0	52	144	St. Joseph's College School	0	0	17	0	0	12	0	23	0	0.4423	0.5577	0.5115	0.5577	36.11%	St. Joseph's College School
94	446		23	24	0	0	0	47	112	1121 Bay Street	0	0	0	8	1	0	5	22	11	0.4681	0.5106	0.4936	0.5319	41.96%	1121 Bay Street
94	448		42	61	0	3	0	106	450	1101 Bay Street - Residences On Bay	2	1	0	21	3	0	9	47	22	0.4476	0.5755	0.5243	0.5524	23.56%	1101 Bay Street - Residences On Bay
94	450		36	99	1	1	1	138	465	University of Toronto - 30 Charles Street West	0	0	0	58	4	0	9	48	19	0.3478	0.7174	0.5696	0.6522	29.68%	University of Toronto - 30 Charles Street West
94	451		69	85	0	4	0	158	325	33 Isabella Street - Isabella Court	2	0	0	35	6	0	22	73	20	0.4620	0.5380	0.5076	0.5380	48.62%	33 Isabella Street - Isabella Court
94	452		85	52	0	1	0	138	235	66 Isabella Street - Town Square	0	1	0	34	5	0	15	68	15	0.4928	0.3768	0.4232	0.5072	58.72%	66 Isabella Street - Town Square
94	453		40	31	0	0	0	71	147	Church Street Community Centre (519 Church Street)	0	0	0	17	0	1	6	34	12	0.4857	0.4366	0.4563	0.5143	48.30%	Church Street Community Centre (519 Church Street)
94	454		38	31	3	1	0	73	145	École élémentaire catholique Sacré-Coeur	0	0	0	11	0	0	8	40	13	0.5556	0.4247	0.4770	0.4444	50.34%	École élémentaire catholique Sacré-Coeur
94	455		57	45	0	1	0	103	142	86 Gloucester Street	0	2	0	10	4	1	7	60	19	0.5825	0.4369	0.4951	0.4175	72.54%	86 Gloucester Street
94	456		70	97	0	2	0	169	282	550 Jarvis Street - Massey House Apartments	0	0	0	45	0	1	18	81	22	0.4850	0.5740	0.5384	0.5150	59.93%	550 Jarvis Street - Massey House Apartments
94	457		59	79	0	3	0	141	329	105 Isabella Street	0	1	0	27	2	0	16	80	14	0.5714	0.5603	0.5647	0.4286	42.86%	105 Isabella Street
94	458		50	59	0	1	1	111	207	100 Gloucester Street - Cawthra Apartments	2	0	0	21	0	0	14	58	15	0.5273	0.5315	0.5298	0.4727	53.62%	100 Gloucester Street - Cawthra Apartments
94	459		16	33	0	0	0	49	115	École élémentaire catholique Sacré-Coeur	0	1	0	10	0	0	11	20	7	0.4082	0.6735	0.5673	0.5918	42.61%	École élémentaire catholique Sacré-Coeur
94	460		129	149	1	30	0	309	848	Wellesley Community Centre	3	2	5	98	7	0	22	145	22	0.4770	0.4822	0.4801	0.5230	36.44%	Wellesley Community Centre
94	461		89	138	0	0	1	228	464	44 St. Joseph Street - Polo Club II	0	1	0	38	1	0	21	115	49	0.5111	0.6053	0.5676	0.4889	49.14%	44 St. Joseph Street - Polo Club II
94	462		75	75	1	0	4	155	173	25 St. Mary Street - La Place Marie	0	1	0	29	2	0	10	69	41	0.4539	0.4839	0.4719	0.5461	89.60%	25 St. Mary Street - La Place Marie
94	463		76	102	0	0	2	180	289	30 Gloucester Street - Gloucester Village Gate	0	0	0	27	5	3	25	99	19	0.5562	0.5667	0.5625	0.4438	62.28%	30 Gloucester Street - Gloucester Village Gate
94	464		23	35	0	0	0	58	181	Church Street Community Centre (519 Church Street)	0	0	0	14	0	0	8	30	6	0.5172	0.6034	0.5690	0.4828	32.04%	Church Street Community Centre (519 Church Street)
94	465		14	35	0	0	0	49	97	Church Street Community Centre (519 Church Street)	0	0	0	23	0	0	3	18	4	0.3750	0.7143	0.5786	0.6250	50.52%	Church Street Community Centre (519 Church Street)
94	466		114	162	0	4	3	283	529	100 Wellesley Street East - Plaza One Hundred	1	1	1	66	7	1	27	150	29	0.5300	0.5724	0.5555	0.4700	53.50%	100 Wellesley Street East - Plaza One Hundred
94	467		51	53	0	3	0	107	212	460 Jarvis Street	2	4	3	24	11	1	3	43	13	0.4135	0.4953	0.4626	0.5865	50.47%	460 Jarvis Street
94	468		155	177	0	3	1	336	603	15 Maitland Place - L'Esprit	3	0	0	52	3	1	42	200	35	0.5952	0.5268	0.5542	0.4048	55.72%	15 Maitland Place - L'Esprit
94	469		17	13	0	0	0	30	119	Wellesley Community Centre	0	0	1	9	0	0	2	16	2	0.5333	0.4333	0.4733	0.4667	25.21%	Wellesley Community Centre
94	470		56	102	1	4	0	163	266	550 Ontario Street- Hugh Garner Co-operative	2	1	0	40	1	0	20	86	11	0.5342	0.6258	0.5891	0.4658	61.28%	550 Ontario Street- Hugh Garner Co-operative
94	471		74	114	3	6	0	197	349	Bleecker Street Co-operative	1	0	0	83	4	0	10	86	11	0.4410	0.5787	0.5236	0.5590	56.45%	Bleecker Street Co-operative
94	472		40	38	0	0	0	78	180	St. Joseph's College School	0	1	0	8	1	0	3	43	22	0.5513	0.4872	0.5128	0.4487	43.33%	St. Joseph's College School
94	474		99	106	1	3	0	209	436	24 Wellesley Street West - Century Plaza	1	0	0	31	0	0	27	103	47	0.4928	0.5072	0.5014	0.5072	47.94%	24 Wellesley Street West - Century Plaza
94	475		36	32	0	1	0	69	142	555 Yonge Street	0	0	0	7	2	0	11	29	19	0.4265	0.4638	0.4488	0.5735	48.59%	555 Yonge Street
94	476		75	56	0	3	1	135	232	25 Maitland Street - The Cosmopolitan	0	0	0	11	2	1	17	84	19	0.6269	0.4148	0.4996	0.3731	58.19%	25 Maitland Street - The Cosmopolitan
94	478		119	80	0	0	1	200	281	484 Church Street - City Park Co-operative	0	0	0	44	1	7	16	114	16	0.5758	0.4000	0.4703	0.4242	71.17%	484 Church Street - City Park Co-operative
94	479		27	40	0	0	0	67	115	Church Street Junior Public School	0	0	0	16	0	0	8	34	9	0.5075	0.5970	0.5612	0.4925	58.26%	Church Street Junior Public School
94	480		152	184	3	0	0	339	607	77 Maitland Place - Celebrity Place	1	0	1	99	4	1	24	171	36	0.5074	0.5428	0.5286	0.4926	55.85%	77 Maitland Place - Celebrity Place
94	481		70	117	0	0	0	187	451	Our Lady of Lourdes Catholic School	0	0	1	48	2	0	18	80	37	0.4301	0.6257	0.5474	0.5699	41.46%	Our Lady of Lourdes Catholic School
94	482		201	175	1	10	0	387	608	40 Homewood Avenue	2	2	3	85	5	2	47	188	49	0.4909	0.4522	0.4677	0.5091	63.65%	40 Homewood Avenue
94	483		66	79	0	1	0	146	487	Our Lady of Lourdes Catholic School	0	0	0	31	4	0	14	80	17	0.5479	0.5411	0.5438	0.4521	29.98%	Our Lady of Lourdes Catholic School
94	484		18	18	0	0	0	36	140	Our Lady of Lourdes Catholic School	0	0	0	7	0	0	5	20	4	0.5556	0.5000	0.5222	0.4444	25.71%	Our Lady of Lourdes Catholic School
94	485		56	57	1	15	0	129	278	55 Bleecker Street - Winchester Square Apartments	3	1	1	16	6	1	7	67	24	0.5317	0.4419	0.4778	0.4683	46.40%	55 Bleecker Street - Winchester Square Apartments
94	486		38	26	0	6	3	73	299	220 Oak Street	1	0	0	19	7	0	1	34	10	0.4722	0.3562	0.4026	0.5278	24.41%	220 Oak Street
94	487		76	83	3	5	0	167	405	220 Oak Street	8	2	2	49	3	0	7	84	8	0.5153	0.4970	0.5043	0.4847	41.23%	220 Oak Street
94	488		42	56	1	4	7	110	352	220 Oak Street	2	2	0	39	3	1	4	47	11	0.4312	0.5091	0.4779	0.5688	31.25%	220 Oak Street
94	490		86	95	0	2	4	187	397	887-889 Bay Street - Opera Place	1	2	1	33	5	1	20	86	36	0.4649	0.5080	0.4908	0.5351	47.10%	887-889 Bay Street - Opera Place
94	491		55	60	0	3	0	118	280	25 Grenville Street - The Gallery	0	0	0	18	0	0	12	59	28	0.5043	0.5085	0.5068	0.4957	42.14%	25 Grenville Street - The Gallery
94	492		89	88	3	6	0	186	294	484 Church Street - City Park Co-operative	1	2	1	45	2	13	11	97	14	0.5215	0.4731	0.4925	0.4785	63.27%	484 Church Street - City Park Co-operative
94	493		72	110	0	0	0	182	498	Le Collège français	0	0	0	56	1	0	21	79	23	0.4389	0.6044	0.5382	0.5611	36.55%	Le Collège français
94	494		87	72	0	5	1	165	280	484 Church Street - City Park Co-operative	2	0	2	38	2	2	17	87	13	0.5337	0.4364	0.4753	0.4663	58.93%	484 Church Street - City Park Co-operative
94	495		26	40	0	1	0	67	224	Church Street Junior Public School	0	0	0	14	1	0	5	33	14	0.4925	0.5970	0.5552	0.5075	29.91%	Church Street Junior Public School
94	496		157	131	0	8	3	299	587	45 Carlton Street - The Lexington	0	2	3	38	7	1	25	172	51	0.5753	0.4381	0.4930	0.4247	50.94%	45 Carlton Street - The Lexington
94	497		49	60	0	1	2	112	197	84 Carlton Street - Tobias House	1	2	0	22	9	1	8	50	18	0.4505	0.5357	0.5016	0.5495	56.85%	84 Carlton Street - Tobias House
94	498		75	61	0	0	0	136	231	77 Carlton Street	1	0	0	24	2	0	7	82	20	0.6029	0.4485	0.5103	0.3971	58.87%	77 Carlton Street
94	500		49	54	0	1	0	104	182	298 Jarvis Street	1	0	0	26	1	0	5	56	12	0.5545	0.5192	0.5333	0.4455	57.14%	298 Jarvis Street
94	501		57	33	1	1	0	92	187	Our Lady of Lourdes Catholic School	0	0	0	6	1	0	3	49	33	0.5326	0.3587	0.4283	0.4674	49.20%	Our Lady of Lourdes Catholic School
94	502		25	30	0	2	0	57	171	St. Joseph's College School	0	0	0	9	1	0	4	25	16	0.4545	0.5263	0.4976	0.5455	33.33%	St. Joseph's College School
94	503		91	69	3	18	2	183	332	423 Yonge Street - Collegeview Apartments	6	6	3	20	16	2	5	99	20	0.5593	0.3770	0.4500	0.4407	55.12%	423 Yonge Street - Collegeview Apartments
94	504		62	94	0	4	0	160	443	40 Gerrard Street East - Maple Leaf Apartments	0	0	0	49	3	0	12	76	20	0.4750	0.5875	0.5425	0.5250	36.12%	40 Gerrard Street East - Maple Leaf Apartments
94	505		46	101	1	3	1	152	351	96 Gerrard Street East - Neil Wycik Co-operative	0	1	0	57	2	0	25	47	20	0.3092	0.6645	0.5224	0.6908	43.30%	96 Gerrard Street East - Neil Wycik Co-operative
94	506		13	31	10	2	0	56	215	Le Collège français	1	1	0	20	2	0	5	20	6	0.3636	0.5536	0.4776	0.6364	26.05%	Le Collège français
94	507		43	70	0	2	0	115	202	117 Gerrard Street East	0	0	0	26	3	0	16	57	12	0.5000	0.6087	0.5652	0.5000	56.93%	117 Gerrard Street East
94	508		36	56	0	0	0	92	182	Le Collège français	3	1	0	18	1	0	17	43	9	0.4674	0.6087	0.5522	0.5326	50.55%	Le Collège français
94	509		8	9	0	0	0	17	92	John Innes Community Centre	0	0	0	4	0	0	3	7	3	0.4118	0.5294	0.0000	0.5882	18.48%	John Innes Community Centre
94	510		60	54	2	10	1	127	323	251 Sherbourne - Dan Harrison Apartments	4	2	1	36	4	1	2	65	8	0.5285	0.4252	0.4665	0.4715	39.32%	251 Sherbourne - Dan Harrison Apartments
94	512		30	40	1	1	1	73	166	261 Jarvis Street	1	1	0	22	3	8	0	29	9	0.3973	0.5479	0.4877	0.6027	43.98%	261 Jarvis Street
94	513		4	13	0	3	0	20	93	John Innes Community Centre	0	0	2	6	0	0	0	9	2	0.4737	0.6500	0.0000	0.5263	21.51%	John Innes Community Centre
94	514		11	8	0	2	0	21	124	John Innes Community Centre	1	0	1	1	3	0	1	8	6	0.3810	0.3810	0.0000	0.6190	16.94%	John Innes Community Centre
94	515		25	33	0	0	0	58	168	John Innes Community Centre	2	0	0	13	3	0	3	31	4	0.5536	0.5690	0.5628	0.4464	34.52%	John Innes Community Centre
94	516		35	23	2	17	0	77	160	310 Dundas Street East - William Dennison	4	1	0	14	14	2	4	24	6	0.3478	0.2987	0.3184	0.6522	48.13%	310 Dundas Street East - William Dennison
94	518		43	52	0	0	0	95	158	90 Sumach Street	0	0	0	7	0	0	17	42	28	0.4468	0.5474	0.5071	0.5532	60.13%	90 Sumach Street
94	519		35	31	0	0	1	67	143	Metta Housing Co-operative	2	0	2	21	0	2	0	33	6	0.5000	0.4627	0.4776	0.5000	46.85%	Metta Housing Co-operative
94	520		31	48	0	0	0	79	182	Ryerson University International Learning Centre	0	0	0	23	1	0	5	46	4	0.5823	0.6076	0.5975	0.4177	43.41%	Ryerson University International Learning Centre
94	521		82	32	0	1	0	115	199	75 Dalhousie Street - The Boot	0	0	1	33	1	0	16	41	21	0.3628	0.2783	0.3121	0.6372	57.79%	75 Dalhousie Street - The Boot
94	522		25	33	0	10	0	68	140	88 Mutual Street	1	0	0	21	2	0	3	37	4	0.5441	0.4853	0.5088	0.4559	48.57%	88 Mutual Street
94	523		30	56	0	1	1	88	285	275 Shuter Street	2	2	1	30	3	1	2	35	12	0.3977	0.6364	0.5409	0.6023	30.88%	275 Shuter Street
94	524		81	61	2	11	0	155	337	275 Shuter Street	4	1	0	52	5	0	3	75	15	0.4839	0.3935	0.4297	0.5161	45.99%	275 Shuter Street
94	525		53	47	2	5	7	114	330	275 Shuter Street	1	0	1	37	3	1	6	55	9	0.4867	0.4123	0.4421	0.5133	34.55%	275 Shuter Street
94	526		47	40	0	2	12	101	356	275 Shuter Street	4	1	1	29	5	0	3	48	8	0.4848	0.3960	0.4316	0.5152	28.37%	275 Shuter Street
94	527		96	140	0	1	0	237	500	210 Victoria Street - Pantages Tower	0	0	1	49	2	1	17	100	63	0.4292	0.5907	0.5261	0.5708	47.40%	210 Victoria Street - Pantages Tower
94	528		2	2	0	0	0	4	15	210 Victoria Street - Pantages Tower	0	0	0	0	0	0	0	4	0	1.0000	0.5000	0.0000	0.0000	26.67%	210 Victoria Street - Pantages Tower
94	529		54	77	0	1	0	132	255	255 Richmond Street East - Space Condo	1	2	0	29	2	0	15	64	18	0.4885	0.5833	0.5454	0.5115	51.76%	255 Richmond Street East - Space Condo
94	530		75	93	0	3	0	171	310	323 Richmond Street East - The Richmond	1	0	0	28	0	0	26	77	37	0.4556	0.5439	0.5086	0.5444	55.16%	323 Richmond Street East - The Richmond
94	531		77	91	0	1	0	169	307	323 Richmond Street East - The Richmond	1	1	1	34	0	0	21	79	31	0.4702	0.5385	0.5112	0.5298	55.05%	323 Richmond Street East - The Richmond
94	532		21	16	1	1	0	39	99	210 Victoria Street - Pantages Tower	0	0	1	6	1	0	6	15	9	0.3947	0.4103	0.4040	0.6053	39.39%	210 Victoria Street - Pantages Tower
94	533		43	31	0	0	1	75	127	50 Lombard Street - The Indigo	0	0	0	10	2	0	7	39	17	0.5200	0.4133	0.4560	0.4800	59.06%	50 Lombard Street - The Indigo
94	534		42	42	1	2	0	87	160	Muriel Collins Housing Co-operative	1	0	0	25	3	0	8	28	22	0.3218	0.4828	0.4184	0.6782	54.38%	Muriel Collins Housing Co-operative
94	535		63	53	0	0	0	116	211	168 King Street East - King George Square	0	0	0	8	0	0	13	60	35	0.5172	0.4569	0.4810	0.4828	54.98%	168 King Street East - King George Square
94	536		70	78	0	1	7	156	309	333 Adelaide Street East - Mozo	0	1	0	11	2	0	21	84	30	0.5638	0.5000	0.5255	0.4362	50.49%	333 Adelaide Street East - Mozo
94	537		44	85	0	0	0	129	185	80 Mill Street	0	0	0	34	3	0	12	62	18	0.4806	0.6589	0.5876	0.5194	69.73%	80 Mill Street
94	538		51	30	0	0	1	82	147	39 Jarvis Street - The St. James	0	0	0	6	0	0	3	46	25	0.5750	0.3659	0.4495	0.4250	55.78%	39 Jarvis Street - The St. James
94	539		20	33	1	2	0	56	137	110 George Street South - Marketview Co-operative	1	0	0	14	1	1	4	30	3	0.5556	0.5893	0.5758	0.4444	40.88%	110 George Street South - Marketview Co-operative
94	540		51	80	0	2	1	134	259	St. Michael Catholic School	0	1	2	64	2	0	9	45	10	0.3383	0.5970	0.4935	0.6617	51.74%	St. Michael Catholic School
94	541		62	71	0	0	1	134	386	St. Michael Catholic School	1	1	0	46	0	1	9	61	14	0.4586	0.5299	0.5014	0.5414	34.72%	St. Michael Catholic School
94	542		89	103	1	1	0	194	323	St. Lawrence on the Park	0	1	0	43	3	0	19	94	33	0.4870	0.5309	0.5134	0.5130	60.06%	St. Lawrence on the Park
94	543		58	92	0	2	0	152	298	St. Lawrence Community Centre	0	1	3	59	2	0	18	62	7	0.4079	0.6053	0.5263	0.5921	51.01%	St. Lawrence Community Centre
94	544		48	28	3	7	0	86	152	33 Hahn Place - La Place St Laurent	0	0	1	19	0	1	8	48	6	0.5783	0.3256	0.4267	0.4217	56.58%	33 Hahn Place - La Place St Laurent
94	545		62	92	0	2	1	157	245	39 Parliament Street - Parliament Square	3	2	0	55	2	0	20	68	6	0.4359	0.5860	0.5260	0.5641	64.08%	39 Parliament Street - Parliament Square
94	546		42	43	0	3	0	88	174	85 The Esplanade - Old York Tower	1	0	1	22	2	0	5	43	13	0.4943	0.4886	0.4909	0.5057	50.57%	85 The Esplanade - Old York Tower
94	547		69	65	0	3	0	137	225	110 Esplanade - Performing Arts Lodge	1	0	0	42	0	0	7	63	24	0.4599	0.4745	0.4686	0.5401	60.89%	110 Esplanade - Performing Arts Lodge
94	548		79	66	0	8	0	153	319	85 The Esplanade - Old York Tower	1	1	3	39	9	2	4	71	20	0.4733	0.4314	0.4482	0.5267	47.96%	85 The Esplanade - Old York Tower
94	549		29	44	1	4	0	78	206	85 The Esplanade - Old York Tower	1	0	1	18	2	1	3	43	5	0.5811	0.5641	0.5709	0.4189	37.86%	85 The Esplanade - Old York Tower
94	550		25	25	1	0	0	51	146	St. Michael Catholic School	1	0	0	12	1	0	2	30	4	0.6000	0.4902	0.5341	0.4000	34.93%	St. Michael Catholic School
94	551		31	36	0	1	0	68	174	St. Michael Catholic School	1	1	0	16	3	0	13	25	8	0.3731	0.5294	0.4669	0.6269	39.08%	St. Michael Catholic School
94	552		38	70	1	3	0	112	203	St. Michael Catholic School	2	0	0	40	0	1	11	46	12	0.4107	0.6250	0.5393	0.5893	55.17%	St. Michael Catholic School
94	553		54	75	1	3	0	133	321	St. Lawrence Community Centre	4	0	0	37	4	0	11	62	13	0.4733	0.5639	0.5277	0.5267	41.43%	St. Lawrence Community Centre
94	555		55	87	0	3	0	145	258	285 Mutual Street - Radio City	0	0	0	29	0	0	20	85	11	0.5862	0.6000	0.5945	0.4138	56.20%	285 Mutual Street - Radio City
94	556		58	69	0	0	0	127	189	285 Mutual Street - Radio City	1	0	0	21	1	0	14	71	19	0.5591	0.5433	0.5496	0.4409	67.20%	285 Mutual Street - Radio City
94	557		47	30	0	5	2	84	128	111 Avenue Road	0	0	1	10	2	1	6	37	23	0.4625	0.3571	0.3993	0.5375	65.63%	111 Avenue Road
94	558		63	51	0	2	0	116	262	18 Yorkville Avenue	0	0	0	12	1	0	11	50	42	0.4310	0.4397	0.4362	0.5690	44.27%	18 Yorkville Avenue
94	559		43	16	0	3	0	62	158	10 Bellair Street	0	0	0	1	0	0	1	13	47	0.2097	0.2581	0.2387	0.7903	39.24%	10 Bellair Street
94	560		59	84	0	1	0	144	327	7 Carlton Street - The Ellington	2	0	3	20	0	0	19	77	23	0.5347	0.5833	0.5639	0.4653	44.04%	7 Carlton Street - The Ellington
94	561		85	89	1	1	0	176	181	33 Lombard Street - The Spire	0	0	0	32	1	0	17	89	35	0.5115	0.5057	0.5080	0.4885	97.24%	33 Lombard Street - The Spire
94	562		26	33	0	0	0	59	117	77 Lombard Street - Absolute Lofts	0	0	0	8	0	0	4	29	18	0.4915	0.5593	0.5322	0.5085	50.43%	77 Lombard Street - Absolute Lofts
94	563		119	151	0	4	0	274	496	Yorktown on the Park	0	2	1	59	4	3	33	122	50	0.4453	0.5511	0.5088	0.5547	55.24%	Yorktown on the Park
94	565		142	111	0	2	4	259	428	109 Front Street	0	1	0	35	6	0	22	145	49	0.5620	0.4286	0.4819	0.4380	60.51%	109 Front Street
94	568		105	71	3	1	0	180	470	1055 Bay Street - Polo Club I	1	0	0	24	4	0	18	90	38	0.5143	0.3944	0.4424	0.4857	38.30%	1055 Bay Street - Polo Club I
94	569		67	58	0	2	0	127	219	925 Bay Street - Bay Club	1	0	0	15	0	1	9	63	38	0.4961	0.4567	0.4724	0.5039	57.99%	925 Bay Street - Bay Club
94	570		76	60	1	3	2	142	302	909 Bay Street - The Allegro	0	1	0	13	2	0	9	72	39	0.5294	0.4225	0.4653	0.4706	47.02%	909 Bay Street - The Allegro
94	027		121	96	0	2	0	219	669	Branksome Hall	1	0	0	20	1	0	39	89	66	0.4120	0.4384	0.4278	0.5880	32.74%	Branksome Hall
94	027A		64	43	0	0	0	107	344	Branksome Hall	0	0	0	13	0	0	23	42	28	0.3962	0.4019	0.3996	0.6038	31.10%	Branksome Hall
94	027B		57	53	0	2	0	112	325	Branksome Hall	1	0	0	7	1	0	16	47	38	0.4273	0.4732	0.4548	0.5727	34.46%	Branksome Hall
94	029s		30	65	1	9	3	108	228	Belmont House	0	0	0	11	3	0	7	57	27	0.5429	0.6019	0.5783	0.4571	47.37%	Belmont House
94	033-1		14	12	0	0	0	26	96	Jesse Ketchum Junior and Senior Public School	0	0	0	2	0	0	0	8	16	0.3077	0.4615	0.4000	0.6923	27.08%	Jesse Ketchum Junior and Senior Public School
94	041s		14	8	0	0	5	27	94	Toronto Grace Hospital	0	0	0	2	2	0	3	15	4	0.5769	0.2963	0.4085	0.4231	28.72%	Toronto Grace Hospital
94	054s		38	17	0	2	5	62	135	Wellesley Central Place Rekai Centre	1	2	2	7	3	1	3	25	13	0.4386	0.2742	0.3400	0.5614	45.93%	Wellesley Central Place Rekai Centre
94	059		157	214	5	5	2	383	772	University of Toronto - St. Michael's College	1	4	1	99	3	0	37	166	68	0.4380	0.5587	0.5104	0.5620	49.61%	University of Toronto - St. Michael's College
94	068s		36	9	0	10	0	55	255	Fudger House	2	2	0	4	3	1	1	36	4	0.6792	0.1636	0.3699	0.3208	21.57%	Fudger House
94	089s		21	8	0	0	1	30	125	Rekai Centre	0	0	0	6	0	2	0	13	6	0.4815	0.2667	0.3526	0.5185	24.00%	Rekai Centre
94	103s		11	10	0	1	0	22	44	St. Jude's Community Home - 270 Milan Street	0	0	0	2	1	0	0	18	1	0.8182	0.4545	0.0000	0.1818	50.00%	St. Jude's Community Home - 270 Milan Street
94	112s		7	12	0	1	0	20	24	St. Jude's Community Home - 270 Milan Street	2	1	0	3	0	0	0	12	0	0.6667	0.6000	0.0000	0.3333	83.33%	St. Jude's Community Home - 270 Milan Street
94	125		143	216	1	3	1	364	883	St. Lawrence Community Centre	0	1	0	82	5	0	49	175	50	0.4834	0.5934	0.5494	0.5166	41.22%	St. Lawrence Community Centre
94	125A		101	155	1	3	1	261	439	St. Lawrence Community Centre	0	0	0	57	3	0	37	131	32	0.5038	0.5939	0.5579	0.4962	59.45%	St. Lawrence Community Centre
94	125B		42	61	0	0	0	103	444	St. Lawrence Community Centre	0	1	0	25	2	0	12	44	18	0.4314	0.5922	0.5279	0.5686	23.20%	St. Lawrence Community Centre
94	130		335	210	0	4	1	550	1115	St. Lawrence Market North	3	1	0	43	10	1	44	264	180	0.4835	0.3818	0.4225	0.5165	49.33%	St. Lawrence Market North
94	130A		213	146	0	4	1	364	548	St. Lawrence Market North	2	1	0	28	7	0	34	173	115	0.4806	0.4011	0.4329	0.5194	66.42%	St. Lawrence Market North
94	130B		122	64	0	0	0	186	567	St. Lawrence Market North	1	0	0	15	3	1	10	91	65	0.4892	0.3441	0.4022	0.5108	32.80%	St. Lawrence Market North
94	431		190	235	0	8	0	433	1305	Wellesley Community Centre	6	3	3	123	7	0	38	201	51	0.4653	0.5427	0.5117	0.5347	33.18%	Wellesley Community Centre
94	431A		86	119	0	2	0	207	639	Wellesley Community Centre	5	1	3	61	3	0	18	91	25	0.4396	0.5749	0.5208	0.5604	32.39%	Wellesley Community Centre
94	431B		104	116	0	6	0	226	666	Wellesley Community Centre	1	2	0	62	4	0	20	110	26	0.4889	0.5133	0.5035	0.5111	33.93%	Wellesley Community Centre
94	432		152	186	7	26	19	390	1218	Wellesley Community Centre	9	9	4	120	14	4	7	185	31	0.4830	0.4769	0.4794	0.5170	32.02%	Wellesley Community Centre
94	432A		80	94	2	6	17	199	611	Wellesley Community Centre	5	6	2	70	6	0	5	91	14	0.4573	0.4724	0.4663	0.5427	32.57%	Wellesley Community Centre
94	432B		72	92	5	20	2	191	607	Wellesley Community Centre	4	3	2	50	8	4	2	94	17	0.5109	0.4817	0.4934	0.4891	31.47%	Wellesley Community Centre
94	435		167	192	4	34	5	402	1303	Rose Avenue Junior Public School	2	8	5	87	5	0	15	233	44	0.5840	0.4776	0.5202	0.4160	30.85%	Rose Avenue Junior Public School
94	435A		56	67	3	15	0	141	447	Rose Avenue Junior Public School	0	3	2	41	1	0	4	70	19	0.5000	0.4752	0.4851	0.5000	31.54%	Rose Avenue Junior Public School
94	435B		64	65	0	12	5	146	453	Rose Avenue Junior Public School	1	2	3	26	3	0	7	94	10	0.6438	0.4452	0.5247	0.3562	32.23%	Rose Avenue Junior Public School
94	435C		47	60	1	7	0	115	403	Rose Avenue Junior Public School	1	3	0	20	1	0	4	69	15	0.6106	0.5217	0.5573	0.3894	28.54%	Rose Avenue Junior Public School
94	437		196	218	4	21	0	439	1388	Rose Avenue Junior Public School	4	3	3	75	17	4	42	249	37	0.5737	0.4966	0.5274	0.4263	31.63%	Rose Avenue Junior Public School
94	437A		75	75	0	4	0	154	486	Rose Avenue Junior Public School	2	0	1	21	1	0	16	93	18	0.6118	0.4870	0.5369	0.3882	31.69%	Rose Avenue Junior Public School
