Riding	Poll	R	FPTP	MMP	Rejected	Unmarked	Declined	Voter turnout	Number of names	Location of voting place	EDPOLL_KEY	Poll Number padded	MMP PCT
52	37		104	68	3	1	2	178	448	College Catholique Franco-Ouest	52-037	37	38.202247191
52	38		143	93	0	4	1	241	676	College Catholique Franco-Ouest	52-038	38	38.5892116183
52	39		149	43	1	3	0	196	379	Bells Corners Public School	52-039	39	21.9387755102
52	040s		119	23	3	4	0	149	247	Stillwater Creek Retirement Community	#VALUE!	#VALUE!	15.4362416107
52	41		252	121	1	5	3	382	858	Our Lady of Peace Catholic School	52-041	41	31.6753926702
52	42		119	43	1	1	0	164	355	Bells Corners Public School	52-042	42	26.2195121951
52	43		168	52	0	0	0	220	349	Our Lady of Peace Catholic School	52-043	43	23.6363636364
52	44		147	63	1	2	0	213	380	Bells Corners Public School	52-044	44	29.5774647887
52	45		179	84	0	1	0	264	410	Our Lady of Peace Catholic School	52-045	45	31.8181818182
52	046s		67	25	0	4	5	101	154	Lynwood Park Lodge	#VALUE!	#VALUE!	24.7524752475
52	47		206	62	1	2	0	271	419	Our Lady of Peace Catholic School	52-047	47	22.8782287823
52	048s		29	8	1	4	0	42	76	Thorncliffe Place Retirement	#VALUE!	#VALUE!	19.0476190476
52	49		125	65	0	0	0	190	371	Bells Corners Public School	52-049	49	34.2105263158
52	50		142	59	0	1	2	204	412	Arlington Woods Free Methodist Church	52-050	50	28.9215686275
52	51		144	79	2	1	1	227	377	Arlington Woods Free Methodist Church	52-051	51	34.8017621145
52	52		199	85	0	3	1	288	476	Trend Arlington Community Building	52-052	52	29.5138888889
52	53		149	65	0	1	0	215	403	Trend Arlington Community Building	52-053	53	30.2325581395
52	54		194	83	1	6	0	284	553	Trend Arlington Community Building	52-054	54	29.2253521127
52	55		121	30	1	2	0	154	345	Knox United Church	52-055	55	19.4805194805
52	56		115	71	0	2	0	188	349	St. Monica Catholic School	52-056	56	37.7659574468
52	57		145	80	0	0	0	225	405	St. Monica Catholic School	52-057	57	35.5555555556
52	58		142	80	2	8	1	233	397	St. Monica Catholic School	52-058	58	34.3347639485
52	59		166	71	2	2	1	242	416	St. Monica Catholic School	52-059	59	29.3388429752
52	60		45	16	0	1	0	62	201	Rideauview Community Centre	52-060	60	25.8064516129
52	61		172	91	0	1	0	264	495	Gloucester South Seniors Centre	52-061	61	34.4696969697
52	62		115	34	0	2	0	151	402	St. Mary's Catholic School	52-062	62	22.5165562914
52	63		131	43	0	1	0	175	352	Royal Canadian Legion Greely and District	52-063	63	24.5714285714
52	64		176	78	0	2	0	256	467	Westcliffe Community Centre	52-064	64	30.46875
52	65		54	20	0	3	0	77	94	Harmer House	52-065	65	25.974025974
52	66		89	71	1	0	0	161	446	College Catholique Franco-Ouest	52-066	66	44.099378882
52	67		216	67	0	3	0	286	589	Cedarview Alliance Church	52-067	67	23.4265734266
52	68		157	66	0	2	2	227	466	St. Patrick Catholic School	52-068	68	29.0748898678
52	69		80	55	3	0	0	138	337	Mother Teresa Catholic High School	52-069	69	39.8550724638
52	70		88	60	0	2	0	150	328	Mother Teresa Catholic High School	52-070	70	40
52	71		117	55	3	3	0	178	397	St. Luke Catholic School	52-071	71	30.8988764045
52	72		112	52	1	0	0	165	332	St. Luke Catholic School	52-072	72	31.5151515152
52	73		134	91	1	2	2	230	408	St. Luke Catholic School	52-073	73	39.5652173913
52	74		84	53	1	2	0	140	299	St. Luke Catholic School	52-074	74	37.8571428571
52	75		113	49	0	5	0	167	351	St. Luke Catholic School	52-075	75	29.3413173653
52	76		91	62	0	5	1	159	351	St. Luke Catholic School	52-076	76	38.9937106918
52	77		83	62	0	0	0	145	307	St. Luke Catholic School	52-077	77	42.7586206897
52	78		164	78	1	3	0	246	481	Southpointe Community Centre	52-078	78	31.7073170732
52	79		155	64	0	4	1	224	458	Southpointe Community Centre	52-079	79	28.5714285714
52	80		146	70	2	0	1	219	426	Southpointe Community Centre	52-080	80	31.9634703196
52	81		138	73	0	0	1	212	444	Adrienne Clarkson Elementary School	52-081	81	34.4339622642
52	82		78	27	0	0	0	105	241	Farley Mowat Public School	52-082	82	25.7142857143
52	83		129	52	0	5	0	186	403	St. Jerome Catholic School	52-083	83	27.9569892473
52	84		95	49	0	1	0	145	330	Rideauview Community Centre	52-084	84	33.7931034483
52	85		108	38	1	4	0	151	369	St. Mary's Catholic School	52-085	85	25.1655629139
52	86		199	54	5	0	0	258	503	Greely Community Centre	52-086	86	20.9302325581
52	87		42	25	0	0	0	67	149	Royal Canadian Legion Greely and District	52-087	87	37.3134328358
52	88		143	53	0	4	0	200	371	Metcalfe and District Community Centre	52-088	88	26.5
52	89		142	60	0	0	0	202	398	St. Patrick's Church Hall	52-089	89	29.702970297
52	90		172	90	3	0	0	265	474	Barrhaven Public School	52-090	90	33.9622641509
52	91		140	60	1	0	0	201	359	Barrhaven Public School	52-091	91	29.8507462687
52	92		154	45	0	4	0	203	403	Barrhaven Public School	52-092	92	22.1674876847
52	93		166	76	0	0	0	242	416	Barrhaven Public School	52-093	93	31.4049586777
52	94		173	77	1	2	0	253	450	Walter Baker Sports Centre	52-094	94	30.4347826087
52	95		160	62	1	3	0	226	396	St. Patrick Catholic School	52-095	95	27.4336283186
52	96		66	16	0	1	1	84	196	Walter Baker Sports Centre	52-096	96	19.0476190476
52	97		225	108	0	1	1	335	710	Walter Baker Sports Centre	52-097	97	32.2388059701
52	98		162	78	1	3	0	244	450	St. Patrick Catholic School	52-098	98	31.9672131148
52	99		110	83	0	0	0	193	440	Walter Baker Sports Centre	52-099	99	43.0051813472
52	100		80	53	1	1	1	136	258	Walter Baker Sports Centre	52-100	100	38.9705882353
52	101		111	42	1	2	0	156	431	Walter Baker Sports Centre	52-101	101	26.9230769231
52	102		169	87	0	3	0	259	480	St. Patrick Catholic School	52-102	102	33.5907335907
52	103		135	71	0	3	0	209	414	Walter Baker Sports Centre	52-103	103	33.971291866
52	104		168	40	1	0	0	209	410	St. Patrick Catholic School	52-104	104	19.1387559809
52	105		116	71	1	1	0	189	421	Haven Baptist Church	52-105	105	37.5661375661
52	106		161	46	0	0	0	207	385	St. Patrick Catholic School	52-106	106	22.2222222222
52	107		105	37	0	2	0	144	346	Walter Baker Sports Centre	52-107	107	25.6944444444
52	108		117	54	0	2	0	173	399	Haven Baptist Church	52-108	108	31.2138728324
52	109		86	61	1	2	1	151	345	Berrigan Elementary School	52-109	109	40.3973509934
52	110		122	49	0	2	0	173	407	Mother Teresa Catholic High School	52-110	110	28.323699422
52	111		94	68	0	4	0	166	420	Berrigan Elementary School	52-111	111	40.9638554217
52	112s		41	8	0	12	0	61	92	Barrhaven Manor	#VALUE!	#VALUE!	13.1147540984
52	113		111	51	0	0	3	165	438	Mother Teresa Catholic High School	52-113	113	30.9090909091
52	114s		73	11	2	2	8	96	156	The Court at Barrhaven	#VALUE!	#VALUE!	11.4583333333
52	115		101	70	2	4	0	177	396	Berrigan Elementary School	52-115	115	39.5480225989
52	116		106	72	0	3	0	181	324	Berrigan Elementary School	52-116	116	39.7790055249
52	117		140	60	1	3	0	204	418	Mother Teresa Catholic High School	52-117	117	29.4117647059
52	118		101	71	0	3	0	175	374	Berrigan Elementary School	52-118	118	40.5714285714
52	119		88	42	1	1	0	132	325	Berrigan Elementary School	52-119	119	31.8181818182
52	120		87	63	1	3	0	154	355	Mother Teresa Catholic High School	52-120	120	40.9090909091
52	121		79	45	0	2	0	126	323	Mother Teresa Catholic High School	52-121	121	35.7142857143
52	122		107	42	0	0	0	149	374	Monsignor Paul Baxter Catholic School	52-122	122	28.1879194631
52	123s		16	9	0	0	9	34	62	Longfields Manor	#VALUE!	#VALUE!	26.4705882353
52	124		97	62	1	6	0	166	380	École élémentaire publique de Barrhaven	52-124	124	37.3493975904
52	125		134	52	0	5	0	191	411	École élémentaire publique de Barrhaven	52-125	125	27.2251308901
52	126		119	56	1	0	0	176	343	École élémentaire publique de Barrhaven	52-126	126	31.8181818182
52	127		131	77	0	0	0	208	412	Monsignor Paul Baxter Catholic School	52-127	127	37.0192307692
52	128		62	45	0	0	0	107	230	St. Emily Catholic School	52-128	128	42.0560747664
52	129		100	53	1	4	0	158	316	St. Emily Catholic School	52-129	129	33.5443037975
52	130		147	59	1	8	0	215	446	École élémentaire publique de Barrhaven	52-130	130	27.4418604651
52	131		141	49	0	0	0	190	415	Monsignor Paul Baxter Catholic School	52-131	131	25.7894736842
52	132		131	39	0	2	0	172	344	Monsignor Paul Baxter Catholic School	52-132	132	22.6744186047
52	133		123	69	0	0	1	193	403	Adrienne Clarkson Elementary School	52-133	133	35.7512953368
52	134		127	68	2	1	0	198	406	Adrienne Clarkson Elementary School	52-134	134	34.3434343434
52	135		158	87	3	5	1	254	413	Adrienne Clarkson Elementary School	52-135	135	34.2519685039
52	136		127	78	0	5	0	210	463	St. Andrew Catholic School	52-136	136	37.1428571429
52	137		138	70	0	2	2	212	402	St. Andrew Catholic School	52-137	137	33.0188679245
52	138		137	57	0	0	1	195	361	Adrienne Clarkson Elementary School	52-138	138	29.2307692308
52	139		124	82	1	2	0	209	425	St. Andrew Catholic School	52-139	139	39.2344497608
52	140		42	26	0	1	0	69	239	St. Andrew Catholic School	52-140	140	37.6811594203
52	141		130	50	0	3	0	183	398	St. Andrew Catholic School	52-141	141	27.3224043716
52	142		43	27	0	0	0	70	174	Prince of Wales Manor	52-142	142	38.5714285714
52	143		80	42	1	2	0	125	344	Prince of Wales Manor	52-143	143	33.6
52	144		138	66	0	2	1	207	466	St. Andrew Catholic School	52-144	144	31.884057971
52	145		124	45	0	1	0	170	445	Farley Mowat Public School	52-145	145	26.4705882353
52	146		57	43	2	3	0	105	238	Prince of Wales Manor	52-146	146	40.9523809524
52	147		124	49	0	1	0	174	422	Farley Mowat Public School	52-147	147	28.1609195402
52	148		94	85	0	1	0	180	366	Farley Mowat Public School	52-148	148	47.2222222222
52	149		172	103	0	2	0	277	514	Farley Mowat Public School	52-149	149	37.1841155235
52	150s		12	10	0	2	1	25	45	Prince of Wales Manor	#VALUE!	#VALUE!	40
52	151		108	53	0	2	0	163	368	Farley Mowat Public School	52-151	151	32.5153374233
52	152		162	85	1	1	0	249	483	St. Jerome Catholic School	52-152	152	34.1365461847
52	153		90	48	0	1	0	139	231	St. Jerome Catholic School	52-153	153	34.5323741007
52	154		96	54	0	3	2	155	334	St. Jerome Catholic School	52-154	154	34.8387096774
52	155		126	60	0	2	0	188	359	St. Jerome Catholic School	52-155	155	31.914893617
52	156		128	75	1	0	0	204	406	St. Jerome Catholic School	52-156	156	36.7647058824
52	157		68	24	0	1	0	93	236	St. Jerome Catholic School	52-157	157	25.8064516129
52	158		109	54	2	2	0	167	342	St. Jerome Catholic School	52-158	158	32.3353293413
52	159		183	29	0	1	0	213	351	Rideauview Community Centre	52-159	159	13.6150234742
52	160		116	61	1	2	0	180	358	Rideauview Community Centre	52-160	160	33.8888888889
52	161		142	75	2	0	0	219	347	Rideauview Community Centre	52-161	161	34.2465753425
52	162		83	63	1	4	0	151	337	Rideauview Community Centre	52-162	162	41.7218543046
52	163		109	76	0	4	1	190	418	Rideauview Community Centre	52-163	163	40
52	164		107	45	0	3	0	155	345	St. Mark Catholic High School	52-164	164	29.0322580645
52	165		128	49	5	5	2	189	414	St. Mary's Catholic School	52-165	165	25.9259259259
52	166		162	57	0	3	0	222	497	St. Mary's Catholic School	52-166	166	25.6756756757
52	167		90	38	0	1	0	129	244	St. Mary's Catholic School	52-167	167	29.4573643411
52	168		145	58	0	2	0	205	397	St. Mary's Catholic School	52-168	168	28.2926829268
52	169		123	52	1	0	0	176	365	Royal Canadian Legion Greely and District	52-169	169	29.5454545455
52	170		62	49	1	2	1	115	258	Cedarview Alliance Church	52-170	170	42.6086956522
52	171		207	87	0	4	1	299	503	St. Elizabeth Ann Seton Catholic School	52-171	171	29.0969899666
52	172		192	87	0	5	0	284	543	St. Elizabeth Ann Seton Catholic School	52-172	172	30.6338028169
52	173		178	72	1	1	0	252	439	St. Elizabeth Ann Seton Catholic School	52-173	173	28.5714285714
52	174		101	63	0	1	0	165	381	St. Elizabeth Ann Seton Catholic School	52-174	174	38.1818181818
52	175		174	82	0	4	0	260	483	Mary Honeywell Elementary School	52-175	175	31.5384615385
52	176		176	76	0	3	0	255	464	St. Elizabeth Ann Seton Catholic School	52-176	176	29.8039215686
52	177		136	55	0	1	0	192	375	Barrhaven United Church	52-177	177	28.6458333333
52	178		126	76	0	4	0	206	381	Mary Honeywell Elementary School	52-178	178	36.8932038835
52	179		159	69	0	2	0	230	451	Mary Honeywell Elementary School	52-179	179	30
52	180		180	74	1	1	0	256	461	Mary Honeywell Elementary School	52-180	180	28.90625
52	181		184	75	0	1	0	260	448	Barrhaven United Church	52-181	181	28.8461538462
52	182		129	80	1	0	2	212	405	Barrhaven United Church	52-182	182	37.7358490566
52	183		112	51	0	1	0	164	359	Haven Baptist Church	52-183	183	31.0975609756
52	184		82	33	0	0	0	115	318	Barrhaven United Church	52-184	184	28.6956521739
52	185		165	55	0	0	0	220	458	Haven Baptist Church	52-185	185	25
52	186		98	42	0	3	0	143	302	St. Joseph Catholic High School	52-186	186	29.3706293706
52	187		103	34	0	0	0	137	293	St. Joseph Catholic High School	52-187	187	24.8175182482
52	188		101	55	0	4	3	163	353	St. Joseph Catholic High School	52-188	188	33.7423312883
52	189		108	55	0	2	0	165	365	St. Joseph Catholic High School	52-189	189	33.3333333333
52	190		157	55	0	6	0	218	432	St. Joseph Catholic High School	52-190	190	25.2293577982
52	191		118	43	2	3	0	166	330	St. Emily Catholic School	52-191	191	25.9036144578
52	192		212	88	0	2	3	305	541	St. Joseph Catholic High School	52-192	192	28.8524590164
52	193		85	63	2	1	0	151	409	Prince of Wales Manor	52-193	193	41.7218543046
52	194		55	33	0	0	3	91	263	Prince of Wales Manor	52-194	194	36.2637362637
52	195s		37	14	1	5	0	57	163	Carleton Lodge	#VALUE!	#VALUE!	24.5614035088
52	196		110	24	0	0	0	134	336	St. Mary's Catholic School	52-196	196	17.9104477612
52	197		147	69	1	1	0	218	428	Orchard View Reception & Conference Centre	52-197	197	31.6513761468
52	198		131	43	0	1	1	176	345	Orchard View Reception & Conference Centre	52-198	198	24.4318181818
52	199		96	51	0	0	0	147	274	St. Mary's Catholic School	52-199	199	34.693877551
52	200		129	48	0	2	0	179	344	Greely Community Centre	52-200	200	26.8156424581
52	201		156	76	0	0	3	235	414	Greely Community Centre	52-201	201	32.3404255319
52	202		84	42	0	0	0	126	297	Osgoode Township High School	52-202	202	33.3333333333
52	203		135	56	1	3	0	195	404	Osgoode Township High School	52-203	203	28.7179487179
52	204		79	36	0	0	0	115	200	Metcalfe and District Community Centre	52-204	204	31.3043478261
52	205		168	84	0	0	0	252	454	Castor Valley Baptist Church	52-205	205	33.3333333333
52	206		142	63	3	5	0	213	366	St. Joseph Catholic High School	52-206	206	29.5774647887
52	207		147	58	0	4	0	209	400	St. Leonard's Parish Hall	52-207	207	27.7511961722
52	208		123	68	0	0	0	191	359	St. Leonard's Parish Hall	52-208	208	35.6020942408
52	209		132	51	1	2	0	186	421	St. Mark Catholic High School	52-209	209	27.4193548387
52	210		93	32	0	3	1	129	263	St. Mark Catholic High School	52-210	210	24.8062015504
52	211		47	18	0	1	0	66	151	St. Mark Catholic High School	52-211	211	27.2727272727
52	213		181	65	12	10	0	268	512	Orchard View Reception & Conference Centre	52-213	213	24.2537313433
52	214		128	54	2	2	0	186	397	Osgoode Township High School	52-214	214	29.0322580645
52	215s		14	5	0	4	0	23	109	Osgoode Care Centre	#VALUE!	#VALUE!	21.7391304348
52	216		144	59	2	4	1	210	378	Osgoode Township High School	52-216	216	28.0952380952
52	217		38	3	0	5	0	46	65	Stanley Apartments	52-217	217	6.5217391304
52	218		121	38	1	8	2	170	313	St. Patrick's Church Hall	52-218	218	22.3529411765
52	219		141	47	1	8	1	198	435	St. Joseph Catholic High School	52-219	219	23.7373737374
52	220		163	66	0	1	1	231	436	Rideau Arena and Community Hall	52-220	220	28.5714285714
52	221		170	69	0	4	4	247	420	St. Leonard's Parish Hall	52-221	221	27.9352226721
52	222		147	63	0	5	0	215	389	Rideau Arena and Community Hall	52-222	222	29.3023255814
52	223		123	42	1	3	0	169	365	St. Leonard's Parish Hall	52-223	223	24.8520710059
52	224		117	49	1	1	0	168	322	Rideau Arena and Community Hall	52-224	224	29.1666666667
52	225		93	54	0	1	1	149	344	St. Leonard's Parish Hall	52-225	225	36.2416107383
52	226		113	56	1	1	0	171	412	St. Mark Catholic High School	52-226	226	32.7485380117
52	227		124	47	1	5	0	177	389	Orchard View Reception & Conference Centre	52-227	227	26.5536723164
52	228		168	82	1	2	0	253	512	Metcalfe and District Community Centre	52-228	228	32.4110671937
52	229s		3	2	1	0	3	9	17	Pavillon Marionville	#VALUE!	#VALUE!	22.2222222222
52	230		188	64	3	1	1	257	498	Rideau Arena and Community Hall	52-230	230	24.9027237354
52	231		143	70	0	4	0	217	414	Rideau Arena and Community Hall	52-231	231	32.2580645161
52	232		124	36	1	2	0	163	355	St. Mark Catholic High School	52-232	232	22.0858895706
52	233		140	47	1	2	0	190	382	Vernon Recreation Centre	52-233	233	24.7368421053
52	234		122	47	0	1	0	170	345	Osgoode Arena and Community Centre	52-234	234	27.6470588235
52	235		208	68	0	3	0	279	561	Harry Craig Community Centre	52-235	235	24.3727598566
52	236		80	130	5	0	1	216	373	Kars Recreation Association	52-236	236	60.1851851852
52	237		142	52	0	1	0	195	378	Carleton Golf & Yacht Club	52-237	237	26.6666666667
52	238		142	47	1	1	0	191	323	Carleton Golf & Yacht Club	52-238	238	24.6073298429
52	239		142	62	0	3	0	207	462	Carleton Golf & Yacht Club	52-239	239	29.9516908213
52	240		142	37	1	2	0	182	307	Vernon Recreation Centre	52-240	240	20.3296703297
52	241		154	62	3	4	0	223	464	Alfred Taylor Recreation Facility	52-241	241	27.802690583
52	242		105	66	0	2	0	173	309	Kars Recreation Association	52-242	242	38.1502890173
52	243		168	54	0	5	0	227	379	Osgoode Arena and Community Centre	52-243	243	23.7885462555
52	244		89	40	1	0	0	130	289	Osgoode Arena and Community Centre	52-244	244	30.7692307692
52	245		30	4	0	2	0	36	44	Dr. Robert A. Dowd Place	52-245	245	11.1111111111
52	246		120	62	1	2	0	185	367	Osgoode Arena and Community Centre	52-246	246	33.5135135135
52	247		166	54	0	0	0	220	384	Osgoode Arena and Community Centre	52-247	247	24.5454545455
52	248		179	78	0	1	0	258	436	Osgoode Arena and Community Centre	52-248	248	30.2325581395
52	249		181	63	0	0	0	244	516	Vernon Recreation Centre	52-249	249	25.8196721311
52	250		145	36	0	2	0	183	376	Harry Craig Community Centre	52-250	250	19.6721311475
52	251		173	46	1	6	0	226	412	Alfred Taylor Recreation Facility	52-251	251	20.3539823009
52	252		142	49	0	0	0	191	354	Alfred Taylor Recreation Facility	52-252	252	25.6544502618
52	253		160	77	0	0	0	237	432	Alfred Taylor Recreation Facility	52-253	253	32.4894514768
52	254		74	37	0	2	0	113	202	Kars Recreation Association	52-254	254	32.7433628319
52	255		139	65	2	3	0	209	383	Osgoode Arena and Community Centre	52-255	255	31.1004784689
52	256		105	44	2	4	0	155	320	Marlborough Community Centre	52-256	256	28.3870967742
52	257		139	55	0	2	0	196	373	Marlborough Community Centre	52-257	257	28.0612244898
52	258		127	59	1	3	0	190	356	Marlborough Community Centre	52-258	258	31.0526315789
52	259		32	9	0	0	0	41	98	Marlborough Community Centre	52-259	259	21.9512195122
52	260		106	49	0	1	0	156	313	Alfred Taylor Recreation Facility	52-260	260	31.4102564103
52	261		87	24	0	2	0	113	199	Marlborough Community Centre	52-261	261	21.2389380531
52	400		84	64	0	1	0	149	295	Arlington Apartments	52-400	400	42.9530201342
52	401		62	40	1	0	0	103	184	Cambridge Apartments	52-401	401	38.8349514563
52	402		59	24	1	2	0	86	172	Medhurst Apartments	52-402	402	27.9069767442
52	ADV001		626	263	3	7	3	902	0	Returning Office / Bureau du directeur du scrutin	#VALUE!	#VALUE!	29.1574279379
52	ADV002		252	79	2	7	0	340	0	Metcalfe Client Service Centre	#VALUE!	#VALUE!	23.2352941176
52	ADV003		640	245	1	21	0	907	0	Manotick Branch Library	#VALUE!	#VALUE!	27.0121278942
52	ADV004		48	15	1	1	0	65	0	Vernon Recreation Centre	#VALUE!	#VALUE!	23.0769230769
52	ADV005		482	201	7	2	0	692	0	Moncion's Independent Grocer	#VALUE!	#VALUE!	29.0462427746
52	ADV006		955	388	2	11	1	1357	0	Walter Baker Sports Centre	#VALUE!	#VALUE!	28.5924834193
52	ADV007		636	273	2	5	1	917	0	Nepean Sportsplex	#VALUE!	#VALUE!	29.7709923664
52	ADV008		261	73	2	7	0	343	0	Alfred Taylor Recreation Facility	#VALUE!	#VALUE!	21.2827988338
62	1		70	65	0	0	0	135	355	Knox Presbyterian Church (Geneva Hall)	62-001	1	48.1481481481
62	2		52	49	0	0	0	101	252	Dominion Chalmers United Church	62-002	2	48.5148514851
62	3		42	51	0	1	0	94	187	Knox Presbyterian Church (Geneva Hall)	62-003	3	54.2553191489
62	4		45	57	0	0	0	102	187	Knox Presbyterian Church (Geneva Hall)	62-004	4	55.8823529412
62	5		67	58	1	0	2	128	256	St. Theresa Parish	62-005	5	45.3125
62	6		50	61	0	0	0	111	230	St. Theresa Parish	62-006	6	54.954954955
62	7		67	64	0	0	0	131	219	St. Theresa Parish	62-007	7	48.8549618321
62	8		79	73	0	1	0	153	267	Christ Church Cathedral	62-008	8	47.7124183007
62	9		67	79	0	2	0	148	274	Centennial Public School	62-009	9	53.3783783784
62	10		95	126	1	2	2	226	489	Centretown Community Health Centre	62-010	10	55.7522123894
62	11		35	48	1	2	1	87	256	Dominion Chalmers United Church	62-011	11	55.1724137931
62	12		42	53	2	2	0	99	252	Dominion Chalmers United Church	62-012	12	53.5353535354
62	13		53	41	0	3	0	97	179	Dominion Chalmers United Church	62-013	13	42.2680412371
62	14		31	53	0	0	0	84	186	Dominion Chalmers United Church	62-014	14	63.0952380952
62	15		35	45	0	1	2	83	182	Dominion Chalmers United Church	62-015	15	54.2168674699
62	16		53	64	0	1	0	118	218	Dominion Chalmers United Church	62-016	16	54.2372881356
62	17		43	46	0	0	0	89	210	Elgin Street Public School	62-017	17	51.6853932584
62	18		37	56	1	0	0	94	179	Elgin Street Public School	62-018	18	59.5744680851
62	19		111	99	1	1	0	212	398	Knox Presbyterian Church (Geneva Hall)	62-019	19	46.6981132075
62	20		38	48	1	0	3	90	165	Knox Presbyterian Church (Geneva Hall)	62-020	20	53.3333333333
62	21		31	36	0	2	0	69	165	Elgin Street Public School	62-021	21	52.1739130435
62	22		59	51	0	0	0	110	186	Elgin Street Public School	62-022	22	46.3636363636
62	23		42	67	0	1	0	110	238	St. Theresa Parish	62-023	23	60.9090909091
62	24		48	60	1	0	1	110	205	Jack Purcell Community Centre	62-024	24	54.5454545455
62	25		73	59	2	1	1	136	295	Elgin Street Public School	62-025	25	43.3823529412
62	26		59	103	0	2	0	164	302	St. Theresa Parish	62-026	26	62.8048780488
62	27		61	94	0	1	0	156	318	Ottawa Police Headquarters	62-027	27	60.2564102564
62	28		77	56	1	1	1	136	234	Ottawa Police Headquarters	62-028	28	41.1764705882
62	29		66	52	0	1	0	119	256	Immaculata High School	62-029	29	43.6974789916
62	30		91	49	0	0	0	140	278	Immaculata High School	62-030	30	35
62	31		75	58	0	0	0	133	225	Immaculata High School	62-031	31	43.6090225564
62	32		84	77	1	0	2	164	354	Immaculata High School	62-032	32	46.9512195122
62	33		53	33	0	2	0	88	169	Christ Church Cathedral	62-033	33	37.5
62	034s		56	26	0	6	0	88	232	St. Vincent Hospital	#VALUE!	#VALUE!	29.5454545455
62	35		49	62	0	0	0	111	213	Centennial Public School	62-035	35	55.8558558559
62	36		30	13	0	2	0	45	96	Christ Church Cathedral	62-036	36	28.8888888889
62	37		63	85	0	2	0	150	315	Centennial Public School	62-037	37	56.6666666667
62	38		43	52	1	3	1	100	203	Centennial Public School	62-038	38	52
62	39		43	57	1	0	1	102	265	McNabb Community Centre	62-039	39	55.8823529412
62	40		67	71	0	1	0	139	284	Centretown Community Health Centre	62-040	40	51.0791366906
62	41		59	75	0	0	0	134	289	Centretown Community Health Centre	62-041	41	55.9701492537
62	42		44	56	2	3	0	105	247	Centretown Community Health Centre	62-042	42	53.3333333333
62	43		49	112	0	0	0	161	331	St. Barnabas Church (via Side Door)	62-043	43	69.5652173913
62	44		44	101	0	1	0	146	274	St. Barnabas Church (via Side Door)	62-044	44	69.1780821918
62	45		33	44	0	0	0	77	202	St. Barnabas Church (via Side Door)	62-045	45	57.1428571429
62	46		32	63	0	0	0	95	201	St. Barnabas Church (via Side Door)	62-046	46	66.3157894737
62	47		44	43	0	0	0	87	192	Dominion Chalmers United Church	62-047	47	49.4252873563
62	48		21	48	1	1	0	71	195	St. Barnabas Church (via Side Door)	62-048	48	67.6056338028
62	49		38	45	0	1	0	84	206	Jack Purcell Community Centre	62-049	49	53.5714285714
62	050s		25	10	2	4	0	41	52	McLeod Retirement Home	#VALUE!	#VALUE!	24.3902439024
62	51		42	55	0	0	0	97	196	Jack Purcell Community Centre	62-051	51	56.7010309278
62	52		34	39	0	0	0	73	199	Jack Purcell Community Centre	62-052	52	53.4246575342
62	53		43	68	0	1	1	113	197	Jack Purcell Community Centre	62-053	53	60.1769911504
62	54		60	67	2	2	0	131	377	Glashan Public School	62-054	54	51.1450381679
62	55		51	67	0	2	0	120	250	Ottawa Police Headquarters	62-055	55	55.8333333333
62	56		62	78	2	5	0	147	269	Immaculata High School	62-056	56	53.0612244898
62	057s		49	6	0	3	0	58	79	Soeurs du Sacré-Coeur de Jésus	#VALUE!	#VALUE!	10.3448275862
62	58		79	48	1	9	0	137	250	St. Vladimir's Russian Residence	62-058	58	35.0364963504
62	59		79	67	1	2	0	149	263	Dalhousie Community Centre	62-059	59	44.966442953
62	60		46	63	1	2	1	113	244	Dalhousie Community Centre	62-060	60	55.7522123894
62	61		62	100	0	1	1	164	292	Dalhousie Community Centre	62-061	61	60.9756097561
62	62		43	66	1	1	4	115	225	Dalhousie Community Centre	62-062	62	57.3913043478
62	64		40	55	1	7	0	103	297	Christ the Saviour Orthodox Church Hall	62-064	64	53.3980582524
62	65		74	62	3	4	2	145	231	Christ the Saviour Orthodox Church Hall	62-065	65	42.7586206897
62	66		30	45	0	0	0	75	218	Christ the Saviour Orthodox Church Hall	62-066	66	60
62	67		19	52	0	8	1	80	236	Christ the Saviour Orthodox Church Hall	62-067	67	65
62	68		29	49	1	0	0	79	187	Centennial Public School	62-068	68	62.0253164557
62	69		39	61	0	2	1	103	262	McNabb Community Centre	62-069	69	59.2233009709
62	70		53	96	0	0	0	149	311	McNabb Community Centre	62-070	70	64.4295302013
62	71		78	95	1	2	0	176	297	McNabb Community Centre	62-071	71	53.9772727273
62	72		44	63	1	2	0	110	259	McNabb Community Centre	62-072	72	57.2727272727
62	73		41	60	1	0	0	102	203	St. Barnabas Church (via Side Door)	62-073	73	58.8235294118
62	74		39	91	6	0	0	136	212	Glashan Public School	62-074	74	66.9117647059
62	75		37	65	0	4	0	106	268	Glashan Public School	62-075	75	61.320754717
62	76		40	56	2	8	0	106	269	St. Barnabas Church (via Side Door)	62-076	76	52.8301886792
62	77		50	58	1	0	0	109	230	Glashan Public School	62-077	77	53.2110091743
62	78		48	58	0	0	1	107	229	First Avenue Public School	62-078	78	54.2056074766
62	079s		80	34	1	6	6	127	170	The Palisades Retirement Residence	#VALUE!	#VALUE!	26.7716535433
62	80		51	86	0	0	0	137	248	First Avenue Public School	62-080	80	62.7737226277
62	81		57	75	0	1	0	133	233	First Avenue Public School	62-081	81	56.3909774436
