Riding	Poll	R	FPTP	MMP	Rejected	Unmarked	Declined	Voter turnout	Number of names	Location of voting place					
22	211		167	60	0	1	1	229	502	Harrow Junior Public School					VRAI
22	212		69	29	1	3	0	102	221	Knights of Columbus Hall #8233					VRAI
22	213		76	15	0	2	0	93	198	Kingsville Public School					VRAI
22	214		75	37	2	7	0	121	286	Kingsville Public School					VRAI
22	215		80	37	1	2	0	120	259	Kingsville Public School					VRAI
22	216s		27	9	0	1	0	37	155	Royal Oak Long Term Care Centre					VRAI
22	217		107	50	0	5	0	162	315	Kingsville Arena					VRAI
22	218		125	56	0	3	0	184	371	Kingsville Arena					VRAI
22	219		138	56	0	4	0	198	413	Kingsville Arena					VRAI
22	221		125	42	3	16	0	186	363	Ruthven Public School					VRAI
22	222		105	75	2	4	1	187	503	Malden Central School					VRAI
22	223		90	46	2	0	0	138	305	Malden Central School					VRAI
22	224		104	50	0	4	0	158	360	St. Anthony Catholic Elementary School					VRAI
22	225		98	54	1	4	0	157	388	Harrow District High School					VRAI
22	226s		35	9	0	5	3	52	117	Harrowood Residents Council					VRAI
22	227		104	46	2	4	1	157	384	Harrow District High School					VRAI
22	228		96	63	1	0	0	160	311	Harrow District High School					VRAI
22	229		95	41	1	1	0	138	275	Harrow Junior Public School					VRAI
22	229-1s		37	10	3	7	0	57	102	Kingsville Court Retirement Community					VRAI
22	230		85	55	0	7	0	147	305	Harrow District High School					VRAI
22	231		87	47	0	2	0	136	316	Knights of Columbus Hall #8233					VRAI
22	232		84	47	0	0	0	131	351	Kingsville District High School					VRAI
22	233		118	45	1	3	2	169	383	Kingsville Lions Club Hall					VRAI
22	234		93	43	0	1	2	139	295	Kingsville Lions Club Hall					VRAI
22	235		70	56	1	0	0	127	272	Kingsville Lions Club Hall					VRAI
22	236s		10	8	1	1	1	21	43	Kings Manor Residence					VRAI
22	237		54	23	2	4	0	83	208	Kingsville Public School					VRAI
22	238s		27	3	0	2	0	32	50	Southgate Residence					VRAI
22	239		54	25	1	8	4	92	234	Kingsville Lions Club Hall					VRAI
22	240		81	48	0	4	0	133	297	St. John de Brebeuf Catholic Elementary School					VRAI
22	241		77	59	0	3	1	140	327	St. John de Brebeuf Catholic Elementary School					VRAI
22	242		64	28	0	1	0	93	234	Kingsville District High School					VRAI
22	243		75	65	5	1	1	147	324	St. John de Brebeuf Catholic Elementary School					VRAI
22	244		90	49	1	0	1	141	317	St. John de Brebeuf Catholic Elementary School					VRAI
22	245		103	54	2	0	1	160	375	Olinda-Ruthven United Church Hall					VRAI
22	246		151	56	1	11	0	219	399	Olinda-Ruthven United Church Hall					VRAI
22	247		132	77	0	8	0	217	407	Ruthven Public School					VRAI
22	248		103	60	1	2	0	166	436	St. Alban's Church Hall					VRAI
22	250		84	33	0	3	0	120	291	J.R. Park Homestead					VRAI
22	251		106	60	0	1	0	167	324	J.R. Park Homestead					VRAI
22	252		62	32	0	1	0	95	251	Knights of Columbus Hall #8233					VRAI
22	253		97	34	0	1	0	132	307	Knights of Columbus Hall #8233					VRAI
22	254		79	45	0	1	0	125	336	Kingsville District High School					VRAI
22	255		82	35	0	2	3	122	310	Kingsville District High School					VRAI
22	256		116	51	0	1	0	168	361	Kingsville District High School					VRAI
22	257		85	68	0	2	2	157	329	Kingsville District High School					VRAI
22	258		94	42	0	7	1	144	385	St. Alban's Church Hall					VRAI
22	259		105	40	0	3	0	148	319	Christ Anglican Church					VRAI
22	260		62	47	2	0	0	111	241	Christ Anglican Church					VRAI
22	261		85	43	1	0	0	129	325	Christ Anglican Church					VRAI
22	262		78	57	1	0	0	136	355	Christ Anglican Church					VRAI
22	263		35	33	0	2	1	71	156	Royal Canadian Legion Branch 403					VRAI
22	ADV001		668	253	0	22	7	950	0	Returning Office / Bureau du directeur du scrutin					VRAI
22	ADV002		566	282	5	5	12	870	0	Knights of Columbus Hall					VRAI
22	ADV003		146	85	2	6	2	241	0	Comber Community Centre					VRAI
22	ADV004		530	207	3	10	0	750	0	Sacred Heart Church Community Centre					VRAI
22	ADV005		516	243	0	26	3	788	0	Amherstburg Community Centre					VRAI
22	ADV006		294	122	3	13	2	434	0	Harrow Colchester South Arena					VRAI
22	ADV007		524	205	3	16	2	750	0	Kingsville Lions Club Hall					VRAI
23	1		118	64	0	9	0	191	370	St. Andrew's Presbyterian Church					VRAI
23	2		111	57	1	7	0	176	357	St. Andrew's Presbyterian Church					VRAI
23	3		25	26	0	1	0	52	142	Westway Junior School					VRAI
23	4		28	20	1	8	0	57	263	Valleyfield Junior Elementary School					VRAI
23	5		145	65	2	16	0	228	409	Valleyfield Junior Elementary School					VRAI
23	6		75	43	0	0	0	118	313	Valleyfield Junior Elementary School					VRAI
23	7		102	63	1	7	0	173	392	St. Andrew's Presbyterian Church					VRAI
23	009s		35	14	0	0	0	49	214	Humber Heights Seniors Apartments					VRAI
23	10		120	77	2	11	0	210	447	St. Andrew's Presbyterian Church					VRAI
23	11		95	69	4	0	0	168	416	Westmount Junior School					VRAI
23	12		44	38	2	3	0	87	244	Westmount Junior School					VRAI
23	13		130	65	4	8	2	209	402	Kipling Collegiate Institute					VRAI
23	14		112	70	0	17	0	199	370	Kipling Collegiate Institute					VRAI
23	15		64	46	1	9	0	120	317	Westway Junior School					VRAI
23	16		122	67	3	9	0	201	337	Westway Junior School					VRAI
23	17		143	84	3	7	3	240	402	Westway Junior School					VRAI
23	18		163	73	4	13	0	253	426	Westway Junior School					VRAI
23	19		162	73	1	15	0	251	403	Valleyfield Junior Elementary School					VRAI
23	20		140	83	10	0	0	233	406	Valleyfield Junior Elementary School					VRAI
23	21		161	69	2	10	1	243	448	Westmount Park Church					VRAI
23	22		100	52	1	6	1	160	290	Westmount Junior School					VRAI
23	23		130	74	2	19	0	225	391	Westmount Junior School					VRAI
23	24		139	74	0	9	0	222	441	Kipling Collegiate Institute					VRAI
23	25		169	71	0	10	0	250	408	Kipling Collegiate Institute					VRAI
23	26		142	76	3	21	0	242	385	Kipling Collegiate Institute					VRAI
23	27		131	56	3	9	0	199	317	Westway United Church					VRAI
23	28		147	60	1	8	0	216	366	Richview Library					VRAI
23	29		179	53	0	8	2	242	404	Father Serra Catholic School					VRAI
23	30		148	69	0	12	1	230	363	Father Serra Catholic School					VRAI
23	31		146	61	2	16	0	225	377	Father Serra Catholic School					VRAI
23	032s		52	24	4	1	2	83	104	Humbervale Residence					VRAI
23	33		166	73	2	20	0	261	441	St. Demetrius Catholic School					VRAI
23	034s		83	55	11	59	1	209	266	St. Demetrius Seniors Residence					VRAI
23	35		144	73	0	17	0	234	386	St. Demetrius Catholic School					VRAI
23	036s		36	14	1	2	1	54	121	Ukrainian Canadian Care Centre					VRAI
23	37		113	100	0	23	2	238	489	Parkfield Junior Elementary School					VRAI
23	38		140	70	2	6	0	218	383	Dixon Grove Junior Middle School					VRAI
23	39		151	72	0	6	0	229	402	Dixon Grove Junior Middle School					VRAI
23	40		157	52	0	0	0	209	406	Dixon Grove Junior Middle School					VRAI
23	41		166	63	1	5	0	235	444	Richview Library					VRAI
23	42		152	74	0	7	0	233	408	Richview Library					VRAI
23	43		169	68	1	24	0	262	416	Father Serra Catholic School					VRAI
23	44		126	65	2	8	1	202	364	Father Serra Catholic School					VRAI
23	45		148	62	0	9	0	219	437	Father Serra Catholic School					VRAI
23	46		108	63	0	4	0	175	369	Leonardo Da Vinci Academy of Arts and Science					VRAI
23	047s		37	9	1	4	0	51	67	Scarlett Heights Retirement Residence					VRAI
23	49		96	70	0	9	0	175	349	Leonardo Da Vinci Academy of Arts and Science					VRAI
23	50		58	28	0	2	1	89	226	Leonardo Da Vinci Academy of Arts and Science					VRAI
23	51		122	72	0	8	0	202	368	Parkfield Junior Elementary School					VRAI
23	52		116	80	3	6	0	205	396	Parkfield Junior Elementary School					VRAI
23	53		79	54	1	1	1	136	292	Central Etobicoke High School					VRAI
23	54		128	61	0	13	0	202	383	Central Etobicoke High School					VRAI
23	055s		182	40	3	17	0	242	330	Richview Residence Kipling					VRAI
23	57		77	40	0	0	2	119	217	Central Etobicoke High School					VRAI
23	58		137	59	1	8	0	205	406	Richview Library					VRAI
23	59		172	70	2	2	0	246	458	Richview Collegiate Institute					VRAI
23	60		171	96	0	22	0	289	539	Richview Collegiate Institute					VRAI
23	61		125	61	4	4	0	194	371	Leonardo Da Vinci Academy of Arts and Science					VRAI
23	62		167	70	0	7	12	256	444	Leonardo Da Vinci Academy of Arts and Science					VRAI
23	63		123	59	4	7	0	193	387	Leonardo Da Vinci Academy of Arts and Science					VRAI
23	64		110	68	2	14	0	194	358	Parkfield Junior Elementary School					VRAI
23	065A		91	36	2	5	2	136	265	John G. Althouse Middle School					VRAI
23	065B		96	48	0	2	0	146	274	John G. Althouse Middle School					VRAI
23	66		136	53	1	3	0	193	424	Richview Collegiate Institute					VRAI
23	67		112	45	0	1	0	158	351	Richview Collegiate Institute					VRAI
23	68		165	67	0	5	1	238	454	Humber Valley Village Junior Middle School					VRAI
23	69		136	54	1	2	0	193	429	Humber Valley Village Junior Middle School					VRAI
23	70		128	52	0	4	1	185	406	Briarcrest Junior Elementary School					VRAI
23	71		131	95	1	4	5	236	405	Martingrove Collegiate Institute					VRAI
23	72		168	92	0	3	0	263	451	Martingrove Collegiate Institute					VRAI
23	73		180	105	0	2	2	289	437	John G. Althouse Middle School					VRAI
23	74		207	81	0	13	5	306	472	John G. Althouse Middle School					VRAI
23	75		201	67	0	2	1	271	403	St. George's Junior School					VRAI
23	76		208	60	0	0	0	268	475	St. George's Junior School					VRAI
23	77		152	61	1	2	2	218	407	Humber Valley Village Junior Middle School					VRAI
23	78		135	56	0	0	0	191	393	Humber Valley Village Junior Middle School					VRAI
23	79		137	89	0	2	1	229	424	Briarcrest Junior Elementary School					VRAI
23	80		166	73	1	6	0	246	429	Briarcrest Junior Elementary School					VRAI
23	81		190	101	1	2	1	295	466	Josyf Cardinal Slipyj Catholic School					VRAI
23	82		118	65	0	5	1	189	343	John G. Althouse Middle School					VRAI
23	83		154	67	2	10	0	233	402	St. Gregory Catholic School					VRAI
23	84		138	62	1	7	0	208	376	St. George's Junior School					VRAI
23	85		153	49	0	4	0	206	412	St. George's Junior School					VRAI
23	86		174	72	0	0	2	248	434	Humber Valley United Church					VRAI
23	87		86	35	0	1	0	122	241	Humber Valley Village Junior Middle School					VRAI
23	88		39	37	0	0	0	76	195	Humber Valley Village Junior Middle School					VRAI
23	89		37	23	0	0	0	60	156	St. Giles Kingsway Presbyterian Church					VRAI
23	90		23	28	1	0	1	53	178	St. Giles Kingsway Presbyterian Church					VRAI
23	91		90	64	1	0	0	155	284	St. Giles Kingsway Presbyterian Church					VRAI
23	92		132	68	1	3	0	204	413	Hollycrest Middle School					VRAI
23	93		125	72	1	4	0	202	350	Briarcrest Junior Elementary School					VRAI
23	94		130	77	2	4	2	215	393	Briarcrest Junior Elementary School					VRAI
23	95		119	41	5	0	0	165	340	Josyf Cardinal Slipyj Catholic School					VRAI
23	96		105	81	4	5	0	195	373	Josyf Cardinal Slipyj Catholic School					VRAI
23	97		110	74	0	6	3	193	341	St. Gregory Catholic School					VRAI
23	98		146	76	0	3	0	225	392	St. Gregory Catholic School					VRAI
23	99		111	74	1	3	0	189	339	St. Gregory Catholic School					VRAI
23	100		146	85	0	5	1	237	395	St. Gregory Catholic School					VRAI
23	101		166	48	3	2	4	223	400	St. George's Junior School					VRAI
23	102		149	80	0	4	0	233	381	Rosethorn Junior Elementary School					VRAI
23	103		192	74	2	0	2	270	455	Humber Valley United Church					VRAI
23	104		76	56	0	2	1	135	217	St. Giles Kingsway Presbyterian Church					VRAI
23	105		83	50	1	6	2	142	242	Royal York Gardens					VRAI
23	106		103	77	0	2	3	185	336	St. Giles Kingsway Presbyterian Church					VRAI
23	107		113	79	0	6	1	199	431	Hollycrest Middle School					VRAI
23	108		134	56	0	9	0	199	351	Wellesworth Junior School					VRAI
23	109		141	86	0	2	0	229	392	Wellesworth Junior School					VRAI
23	110		140	57	0	17	3	217	419	Wellesworth Junior School					VRAI
23	111		130	76	0	9	0	215	438	Wellesworth Junior School					VRAI
23	112		84	50	0	8	0	142	359	Josyf Cardinal Slipyj Catholic School					VRAI
23	113		154	85	4	4	0	247	409	Josyf Cardinal Slipyj Catholic School					VRAI
23	114		145	92	0	7	0	244	464	West Glen Junior School					VRAI
23	115		153	72	1	4	1	231	393	Rosethorn Junior Elementary School					VRAI
23	116		143	80	0	3	0	226	390	Rosethorn Junior Elementary School					VRAI
23	117		139	84	1	2	0	226	390	Rosethorn Junior Elementary School					VRAI
23	118		143	74	1	5	1	224	448	Rosethorn Junior Elementary School					VRAI
23	119		118	65	0	3	0	186	361	Etobicoke Collegiate					VRAI
23	120		123	64	0	7	0	194	356	Etobicoke Collegiate					VRAI
23	121		134	83	3	2	1	223	381	Etobicoke Collegiate					VRAI
23	122s		8	2	1	1	3	15	28	Centennial Park Place					VRAI
23	123		114	72	2	5	2	195	395	Wellesworth Junior School					VRAI
23	124		86	64	0	3	2	155	319	Wellesworth Junior School					VRAI
23	125		75	48	0	4	3	130	313	West Glen Junior School					VRAI
23	126		149	87	2	11	0	249	459	West Glen Junior School					VRAI
23	127		155	73	1	3	0	232	407	West Glen Junior School					VRAI
23	128		120	54	1	4	3	182	348	West Glen Junior School					VRAI
23	129		82	63	1	3	1	150	272	Etobicoke Collegiate					VRAI
23	130		117	76	1	3	2	199	392	Hollycrest Middle School					VRAI
23	131		104	63	4	5	0	176	349	Mill Valley Junior Elementary School					VRAI
23	132		115	75	0	7	0	197	364	Broadacres Junior Elementary School					VRAI
23	133		110	55	0	10	0	175	359	The Church of Christ the King					VRAI
23	134		135	71	2	4	0	212	389	Broadacres Junior Elementary School					VRAI
23	135		77	51	1	7	2	138	425	Broadacres Junior Elementary School					VRAI
23	136s		41	13	1	7	2	64	187	The Westbury					VRAI
23	137s		46	10	8	9	7	80	228	Highbourne Lifecare Centre					VRAI
23	138		132	69	1	12	0	214	451	West Glen Junior School					VRAI
23	139		140	73	1	6	0	220	413	Mill Valley Junior Elementary School					VRAI
23	140		162	86	0	9	0	257	453	Mill Valley Junior Elementary School					VRAI
23	141		176	68	0	18	0	262	422	Mill Valley Junior Elementary School					VRAI
23	142		77	47	1	0	11	136	265	Broadacres Junior Elementary School					VRAI
23	143		117	74	0	5	0	196	312	Broadacres Junior Elementary School					VRAI
23	144		108	51	1	8	0	168	339	Broadacres Junior Elementary School					VRAI
23	145s		25	8	0	3	2	38	124	Westburn Manor					VRAI
23	146		119	47	0	3	0	169	328	Mill Valley Junior Elementary School					VRAI
23	147		69	42	0	1	0	112	221	Mill Valley Junior Elementary School					VRAI
23	148A		120	50	0	2	0	172	312	Bloordale Middle School					VRAI
23	148B		71	50	0	2	1	124	203	Bloordale Middle School					VRAI
23	149A		95	54	2	2	0	153	265	Bloordale Middle School					VRAI
23	149B		88	37	1	2	0	128	226	Bloordale Middle School					VRAI
23	150		176	73	0	7	1	257	423	Eatonville Junior School					VRAI
23	151		50	23	0	7	0	80	195	Eatonville Junior School					VRAI
23	152		56	30	0	1	0	87	236	Eatonville Junior School					VRAI
23	153		214	80	2	4	0	300	475	Millwood Junior School					VRAI
23	154		168	91	0	1	1	261	461	Bloordale Middle School					VRAI
23	155		126	61	0	9	0	196	385	Eatonville Junior School					VRAI
23	156		210	69	1	1	0	281	437	Millwood Junior School					VRAI
23	157		72	118	0	5	0	195	343	Millwood Junior School					VRAI
23	158		150	56	1	11	0	218	383	St. Clement Catholic School					VRAI
23	159		168	77	0	8	0	253	454	St. Clement Catholic School					VRAI
23	160		141	54	1	2	0	198	373	Bloordale United Church					VRAI
23	161		120	55	0	6	2	183	337	Bloordale United Church					VRAI
23	162		44	44	1	5	0	94	232	Bloordale United Church					VRAI
23	163		36	22	0	1	0	59	181	Bloordale United Church					VRAI
23	164		166	61	1	3	0	231	407	St. Clement Catholic School					VRAI
23	165s		10	6	0	0	21	37	97	Dom Lipa Nursing Home					VRAI
23	400		39	26	5	9	3	82	200	Scarlett Manor					VRAI
23	401		67	48	0	0	11	126	248	Southcrest Apartments					VRAI
23	402		60	41	0	2	0	103	192	The Promenade					VRAI
23	403		114	97	0	10	0	221	383	Tiffany Place					VRAI
23	404		52	42	0	0	0	94	171	Islington Towers					VRAI
23	405		37	34	0	2	0	73	178	Valleyview Towers					VRAI
23	406		36	47	0	2	0	85	154	Dixington Apartments					VRAI
23	408		53	23	0	6	0	82	123	Rosecourt Apartments					VRAI
23	410		43	38	0	1	0	82	198	St. Demetrius Catholic School					VRAI
23	411		70	23	1	1	0	95	130	95 La Rose Apartments					VRAI
23	412		135	83	3	8	7	236	358	Top of the Humber					VRAI
23	413		55	35	0	0	0	90	204	45 La Rose Apartments					VRAI
23	414		118	38	0	3	1	160	239	Richview Heights					VRAI
23	415		87	62	15	3	0	167	288	Richview Gardens					VRAI
23	416		146	92	1	6	0	245	402	Humber Hill Towers					VRAI
23	417		26	20	0	1	0	47	129	St. Demetrius Catholic School					VRAI
23	418		67	58	0	4	0	129	201	Richview Terrace 25					VRAI
23	419		29	21	1	2	2	55	155	St. Demetrius Catholic School					VRAI
23	420		108	71	0	5	1	185	425	Richview Terrace A and B					VRAI
23	421		61	36	10	3	4	114	241	20 Redgrave Drive					VRAI
23	422		22	22	1	1	0	46	123	Kipling Collegiate Institute					VRAI
23	424		50	36	9	3	0	98	172	Martinway Towers Martingrove					VRAI
23	425		46	17	1	4	0	68	123	The Westerham					VRAI
23	426		70	53	0	6	6	135	215	Royal Gate Apartments					VRAI
23	427		96	65	1	10	1	173	303	The Royal Rose Apartments					VRAI
23	428		23	22	1	0	0	46	135	Fontenay Court					VRAI
23	429		41	30	0	1	2	74	129	Fontenay Court					VRAI
23	430		82	33	1	0	1	117	174	Fountain of Edenbridge					VRAI
23	431		51	40	1	0	0	92	176	James Gardens Apartments					VRAI
23	432		86	37	0	3	0	126	200	Golden Gates					VRAI
23	433		41	35	9	0	0	85	140	Oxford Towers					VRAI
23	434		141	74	0	6	0	221	345	Huntingwood Place 73					VRAI
23	435		120	76	1	4	0	201	331	Huntingwood Place 63					VRAI
23	437		198	62	0	7	0	267	377	Widdicombe Place					VRAI
23	439		34	16		6	1	57	144	Central Etobicoke High School					VRAI
23	440		52	18	0	4	0	74	160	Central Etobicoke High School					VRAI
23	441		45	47	0	15	0	107	271	Willowridge Towers					VRAI
23	442		21	17	2	0	0	40	113	Willowridge Towers					VRAI
23	443		42	56	0	0	0	98	311	Parkfield Junior Elementary School					VRAI
23	444		119	69	2	5	0	195	337	Huntingwood Place 120					VRAI
23	445		48	41	1	2	0	92	226	Martingrove Collegiate Institute					VRAI
23	446		38	37	0	1	0	76	261	Martingrove Collegiate Institute					VRAI
23	447		51	29	0	3	1	84	168	St. Giles Kingsway Presbyterian Church					VRAI
23	448		41	44	0	1	1	87	132	Royal York Gardens					VRAI
23	449		59	41	0	1	0	101	174	Victoria House					VRAI
23	450		106	78	1	8	2	195	290	The Buckingham - 714					VRAI
23	451		10	14	0	0	0	24	105	The Church of Christ the King					VRAI
23	452A		131	84	4	7	3	229	439	Summit Royal					VRAI
23	452B		113	82	4	7	0	206	419	Summit Royal					VRAI
23	453		122	101	2	8	6	239	424	The Grange					VRAI
23	454		92	93	0	5	0	190	396	Lincoln Towers					VRAI
23	455		40	15	0	0	0	55	113	Park Edge Place					VRAI
23	456		30	41	0	7	3	81	280	Burnhamthorpe Adult Learning Centre					VRAI
23	457		31	14	1	3	0	49	144	Burnhamthorpe Adult Learning Centre					VRAI
23	458		90	92	2	16	0	200	392	Bransfield House					VRAI
23	459		146	100	2	10	1	259	472	Sunset West					VRAI
23	460		81	81	0	12	0	174	366	5 Capri Road					VRAI
23	461		103	85	0	5	0	193	315	Burnham Glen Condominium					VRAI
23	463		124	94	0	18	0	236	381	Sussex House					VRAI
23	464		83	44	0	2	1	130	186	Chestnut Place TSCC #1493					VRAI
23	465		87	75	0	3	1	166	350	Burnham Glen Condominium					VRAI
23	466		145	53	6	6	0	210	314	Millgate Manor Recreation Centre					VRAI
23	467		151	60	0	6	1	218	325	Millgate Manor Recreation Centre					VRAI
23	468		48	34	0	4	0	86	159	Elmcrest Apartments					VRAI
23	469		53	61	2	6	0	122	267	Centennial Towers					VRAI
23	470		43	41	1	14	0	99	227	The Diplomat Apartments					VRAI
23	471		186	57	2	5	0	250	376	The Masters					VRAI
23	472		134	71	2	5	0	212	343	Millgate Manor Recreation Centre					VRAI
23	473		162	75	2	5	1	245	357	The Masters					VRAI
23	474		46	36	0	0	0	82	132	White Pine Apartments					VRAI
23	475		40	47	10	1	0	98	199	The Adriennes					VRAI
23	476		66	41	3	1	11	122	196	The Fairview Towers					VRAI
23	477		56	41	0	0	0	97	185	The Mikado					VRAI
23	478		47	31	2	2	0	82	164	The Renaissance					VRAI
23	479		50	23	1	3	2	79	161	The Coach House					VRAI
23	480		56	39	1	5	2	103	184	Martinway Towers Callowhill					VRAI
23	481		55	28	1	6	0	90	306	Willowridge Towers					VRAI
23	482		85	64	0	6	4	159	338	The Buckingham - 714					VRAI
23	ADV001		915	449	3	21	1	1389	0	Returning Office / Bureau du directeur du scrutin					VRAI
23	ADV002		499	217	4	11	5	736	0	The Church of Christ the King					VRAI
23	ADV003		212	124	0	7	1	344	0	St. Andrew's Presbyterian Church					VRAI
23	ADV004		1044	434	6	4	17	1505	0	Richview Library					VRAI
23	ADV005		449	157	0	4	0	610	0	Humber Valley United Church					VRAI
24	1		113	62	2	0	0	177	329	Lambton-Kingsway Junior Middle School					VRAI
24	2		129	78	0	8	1	216	377	Lambton-Kingsway Junior Middle School					VRAI
24	003s		40	5	4	1	4	54	99	Kingsway Retirement Residence					VRAI
24	4		172	72	0	2	1	247	415	Lambton-Kingsway Junior Middle School					VRAI
24	5		158	101	2	6	3	270	442	Lambton-Kingsway Junior Middle School					VRAI
24	6		136	78	1	8	0	223	403	Our Lady of Sorrows Catholic School (Elementary)					VRAI
24	7		154	69	0	1	1	225	386	Our Lady of Sorrows Catholic School (Elementary)					VRAI
24	8		138	65	0	1	2	206	355	Lambton-Kingsway Junior Middle School					VRAI
24	9		183	49	0	3	2	237	438	Kingsway Lambton United Church					VRAI
24	10		139	46	0	4	0	189	314	All Saints Kingsway Anglican Church					VRAI
24	11		118	47	0	1	0	166	312	Our Lady of Peace Catholic School (Elementary)					VRAI
24	12		78	54	0	2	0	134	216	Islington United Church					VRAI
24	13		140	78	4	1	1	224	417	Islington United Church					VRAI
24	14		37	33	1	0	1	72	170	Islington Junior Middle School					VRAI
24	15		145	68	0	0	0	213	342	Our Lady of Sorrows Catholic School (Elementary)					VRAI
24	16		110	46	0	0	0	156	302	Our Lady of Sorrows Catholic School (Elementary)					VRAI
24	17		54	18	1	1	0	74	130	Kingsway Lambton United Church					VRAI
24	18		49	40	2	0	1	92	191	Kingsway Lambton United Church					VRAI
24	19		133	76	1	1	0	211	343	Kingsway Lambton United Church					VRAI
24	20		83	61	0	1	0	145	244	All Saints Kingsway Anglican Church					VRAI
24	21		50	44	0	0	1	95	228	All Saints Kingsway Anglican Church					VRAI
24	22		33	38	1	0	2	74	180	All Saints Kingsway Anglican Church					VRAI
24	23		54	52	0	3	0	109	201	All Saints Kingsway Anglican Church					VRAI
24	24		188	81	1	3	2	275	554	Eatonville Library					VRAI
24	25		127	94	1	6	0	228	379	Wedgewood Junior Elementary School					VRAI
24	26		149	62	0	3	1	215	378	Wedgewood Junior Elementary School					VRAI
24	27		110	73	1	5	0	189	302	Our Lady of Peace Catholic School (Elementary)					VRAI
24	28		154	87	15	3	1	260	474	Islington United Church					VRAI
24	29		44	37	3	0	2	86	186	Islington United Church					VRAI
24	30		131	103	0	7	0	241	516	Church of the Resurrection					VRAI
24	031s		82	62	30	0	30	204	378	41 Mabelle Avenue					VRAI
24	32		87	56	1	6	0	150	286	Fairfield Senior Centre					VRAI
24	33		116	67	0	4	0	187	337	Fairfield Senior Centre					VRAI
24	34		163	57	1	1	1	223	398	Royal York Road United Church					VRAI
24	35		174	109	0	5	0	288	521	Royal York Road United Church					VRAI
24	36		145	78	1	0	2	226	395	Sunnylea Junior Elementary School					VRAI
24	37		203	94	5	2	0	304	449	Sunnylea Junior Elementary School					VRAI
24	38		114	74	0	5	1	194	322	Parklawn Junior School					VRAI
24	39		103	61	1	2	0	167	369	Bloorlea Middle School					VRAI
24	40		137	71	10	0	2	220	431	Bloorlea Middle School					VRAI
24	41		111	58	2	4	1	176	313	Wedgewood Junior Elementary School					VRAI
24	042s		1	2	0	0	2	5	7	Elm Springs					VRAI
24	43		86	76	0	3	0	165	344	Our Lady of Peace Catholic School (Elementary)					VRAI
24	044s		13	4	0	7	0	24	37	Labdara Nursing Home					VRAI
24	45		132	68	0	7	1	208	396	Fairfield Senior Centre					VRAI
24	46		128	79	0	8	0	215	340	Fairfield Senior Centre					VRAI
24	47		136	87	1	6	0	230	385	Royal York Road United Church					VRAI
24	48		161	86	0	4	0	251	370	Sunnylea Junior Elementary School					VRAI
24	49		110	69	2	1	2	184	290	Sunnylea Junior Elementary School					VRAI
24	50		168	94	0	3	0	265	447	Parklawn Junior School					VRAI
24	51		37	29	1	1	0	68	190	Parklawn Junior School					VRAI
24	52		21	26	1	2	0	50	180	Parklawn Junior School					VRAI
24	53		33	20	0	0	1	54	212	Etienne Brule Junior School					VRAI
24	54		46	39	0	1	0	86	221	Etienne Brule Junior School					VRAI
24	55		26	35	0	3	0	64	163	Etienne Brule Junior School					VRAI
24	56		38	29	0	1	0	68	178	Etienne Brule Junior School					VRAI
24	57		55	42	0	1	0	98	336	Bloorlea Middle School					VRAI
24	58		134	72	3	9	0	218	431	Bloorlea Middle School					VRAI
24	59		70	42	0	2	1	115	245	St. Elizabeth Catholic School					VRAI
24	60		100	48	1	1	0	150	341	Our Lady of Peace Catholic School (Elementary)					VRAI
24	61		127	66	3	2	2	200	348	Fairfield Senior Centre					VRAI
24	62		128	57	2	3	0	190	283	Norseman Junior Middle School					VRAI
24	63		152	66	1	2	5	226	376	Norseman Junior Middle School					VRAI
24	64		62	48	0	0	1	111	217	Norseman Junior Middle School					VRAI
24	065s		13	6	0	0	0	19	82	Ivan Franko Ukrainian Home					VRAI
24	66		163	62	0	2	5	232	361	Parklawn Junior School					VRAI
24	67		146	78	0	1	0	225	379	Parklawn Junior School					VRAI
24	68		47	41	1	3	0	92	216	Parklawn Junior School					VRAI
24	69		37	32	0	1	0	70	178	St. Mark Catholic School					VRAI
24	70		39	37	0	1	0	77	199	Parklawn Junior School					VRAI
24	71		26	28	0	0	0	54	183	Etienne Brule Junior School					VRAI
24	72		54	34	10	1	0	99	214	St. Mark Catholic School					VRAI
24	73		51	50	0	3	0	104	191	Etienne Brule Junior School					VRAI
24	74		32	23	0	3	1	59	208	Etienne Brule Junior School					VRAI
24	75		71	47	0	2	0	120	253	Etienne Brule Junior School					VRAI
24	76		88	70	0	9	0	167	369	St. Mark Catholic School					VRAI
24	77		136	57	5	10	0	208	424	St. Elizabeth Catholic School					VRAI
24	078A		169	72	2	7	0	250	551	St. Elizabeth Catholic School					VRAI
24	078B		113	85	3	5	3	209	411	St. Elizabeth Catholic School					VRAI
24	79		193	101	4	20	0	318	496	Norseman Junior Middle School					VRAI
24	80		173	86	4	12	3	278	470	Norseman Junior Middle School					VRAI
24	81		65	60	2	7	0	134	295	Etobicoke School of the Arts					VRAI
24	82		104	44	0	0	5	153	281	Parklawn Junior School					VRAI
24	83		128	66	0	14	0	208	416	St. Mark Catholic School					VRAI
24	84		91	60	2	0	9	162	318	St. Mark Catholic School					VRAI
24	85		74	65	4	3	0	146	296	St. Mark Catholic School					VRAI
24	86		130	92	3	5	0	230	412	St. Elizabeth Catholic School					VRAI
